0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443
0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325,0.00325
68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77,68.77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,5,5,5,5,5,5,5,15,15,15,15,15,15,15,25,25,25,25,25,25,25,40,40,40,40,40,40,40,60,60,60,60,60,60,60,80,80,80,80,80,80,80,100,100,100,100,100,100,100
0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05,0.005,0.0025,0.001,0.0005,0.00025,0.0001,1e-05
4.5081917,0.9708391,2.1313323,4.0270881,7.9500461,19.6915095,262.1577819,0.7342514,1.1540424,2.5434836,5.1907414,9.989844,29.5358083,249.0935055,1.2984938,2.2231868,2.5741322,5.3502325,13.0810752,26.5933958,319.9556484,1.0136664,2.1586281,2.6812618,7.6282934,12.9883081,25.1369757,223.8239985,0.6837951,0.9906472,2.9516961,5.2043556,9.7489727,23.840806,235.6347094,0.652277,1.1568856,2.4441939,4.7552981,9.5246494,23.7164674,233.291013,0.8653596,1.3243989,3.099954,6.1512962,12.0328864,29.4579376,281.0294114,0.688805,1.1885278,2.9002511,5.4141572,10.8882265,27.3309006,272.31818
109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483,109.276297773483
0,0,93.5906409359064,92.5953702314884,92.2976925576861,92.1990780092199,92.1999078000922,0,0,0,98.9950502474876,98.697532561686,98.5990140098599,98.5999014000986,0,0,0,0,105.797355066123,105.69894301057,105.599894400106,0,0,0,0,0,107.09892901071,107.099892900107,0,0,0,0,0,107.89892101079,107.899892100108,0,0,0,0,0,0,108.399891600108,0,0,0,0,0,0,108.599891400109,0,0,0,0,0,0,108.699891300109
0,0,246.575342465753,227.488625568722,223.794405139872,222.79777202228,222.599777400223,0,0,0,278.186090695465,271.493212669683,269.79730202698,269.399730600269,0,0,0,0,316.092097697558,313.39686603134,312.899687100313,0,0,0,0,0,320.19679803202,319.69968030032,0,0,0,0,0,323.69676303237,323.099676900323,0,0,0,0,0,0,324.799675200325,0,0,0,0,0,0,325.599674400326,0,0,0,0,0,0,326.099673900326
