0.443,0.00325,68.77,0,3,0.005,4.5081917,109.276297773483,0,0
0.443,0.00325,68.77,0,3,0.0025,0.9708391,109.276297773483,0,0
0.443,0.00325,68.77,0,3,0.001,2.1313323,109.276297773483,93.5906409359064,246.575342465753
0.443,0.00325,68.77,0,3,0.0005,4.0270881,109.276297773483,92.5953702314884,227.488625568722
0.443,0.00325,68.77,0,3,0.00025,7.9500461,109.276297773483,92.2976925576861,223.794405139872
0.443,0.00325,68.77,0,3,0.0001,19.6915095,109.276297773483,92.1990780092199,222.79777202228
0.443,0.00325,68.77,0,3,1e-05,262.1577819,109.276297773483,92.1999078000922,222.599777400223
0.443,0.00325,68.77,0,5,0.005,0.7342514,109.276297773483,0,0
0.443,0.00325,68.77,0,5,0.0025,1.1540424,109.276297773483,0,0
0.443,0.00325,68.77,0,5,0.001,2.5434836,109.276297773483,0,0
0.443,0.00325,68.77,0,5,0.0005,5.1907414,109.276297773483,98.9950502474876,278.186090695465
0.443,0.00325,68.77,0,5,0.00025,9.989844,109.276297773483,98.697532561686,271.493212669683
0.443,0.00325,68.77,0,5,0.0001,29.5358083,109.276297773483,98.5990140098599,269.79730202698
0.443,0.00325,68.77,0,5,1e-05,249.0935055,109.276297773483,98.5999014000986,269.399730600269
0.443,0.00325,68.77,0,15,0.005,1.2984938,109.276297773483,0,0
0.443,0.00325,68.77,0,15,0.0025,2.2231868,109.276297773483,0,0
0.443,0.00325,68.77,0,15,0.001,2.5741322,109.276297773483,0,0
0.443,0.00325,68.77,0,15,0.0005,5.3502325,109.276297773483,0,0
0.443,0.00325,68.77,0,15,0.00025,13.0810752,109.276297773483,105.797355066123,316.092097697558
0.443,0.00325,68.77,0,15,0.0001,26.5933958,109.276297773483,105.69894301057,313.39686603134
0.443,0.00325,68.77,0,15,1e-05,319.9556484,109.276297773483,105.599894400106,312.899687100313
0.443,0.00325,68.77,0,25,0.005,1.0136664,109.276297773483,0,0
0.443,0.00325,68.77,0,25,0.0025,2.1586281,109.276297773483,0,0
0.443,0.00325,68.77,0,25,0.001,2.6812618,109.276297773483,0,0
0.443,0.00325,68.77,0,25,0.0005,7.6282934,109.276297773483,0,0
0.443,0.00325,68.77,0,25,0.00025,12.9883081,109.276297773483,0,0
0.443,0.00325,68.77,0,25,0.0001,25.1369757,109.276297773483,107.09892901071,320.19679803202
0.443,0.00325,68.77,0,25,1e-05,223.8239985,109.276297773483,107.099892900107,319.69968030032
0.443,0.00325,68.77,0,40,0.005,0.6837951,109.276297773483,0,0
0.443,0.00325,68.77,0,40,0.0025,0.9906472,109.276297773483,0,0
0.443,0.00325,68.77,0,40,0.001,2.9516961,109.276297773483,0,0
0.443,0.00325,68.77,0,40,0.0005,5.2043556,109.276297773483,0,0
0.443,0.00325,68.77,0,40,0.00025,9.7489727,109.276297773483,0,0
0.443,0.00325,68.77,0,40,0.0001,23.840806,109.276297773483,107.89892101079,323.69676303237
0.443,0.00325,68.77,0,40,1e-05,235.6347094,109.276297773483,107.899892100108,323.099676900323
0.443,0.00325,68.77,0,60,0.005,0.652277,109.276297773483,0,0
0.443,0.00325,68.77,0,60,0.0025,1.1568856,109.276297773483,0,0
0.443,0.00325,68.77,0,60,0.001,2.4441939,109.276297773483,0,0
0.443,0.00325,68.77,0,60,0.0005,4.7552981,109.276297773483,0,0
0.443,0.00325,68.77,0,60,0.00025,9.5246494,109.276297773483,0,0
0.443,0.00325,68.77,0,60,0.0001,23.7164674,109.276297773483,0,0
0.443,0.00325,68.77,0,60,1e-05,233.291013,109.276297773483,108.399891600108,324.799675200325
0.443,0.00325,68.77,0,80,0.005,0.8653596,109.276297773483,0,0
0.443,0.00325,68.77,0,80,0.0025,1.3243989,109.276297773483,0,0
0.443,0.00325,68.77,0,80,0.001,3.099954,109.276297773483,0,0
0.443,0.00325,68.77,0,80,0.0005,6.1512962,109.276297773483,0,0
0.443,0.00325,68.77,0,80,0.00025,12.0328864,109.276297773483,0,0
0.443,0.00325,68.77,0,80,0.0001,29.4579376,109.276297773483,0,0
0.443,0.00325,68.77,0,80,1e-05,281.0294114,109.276297773483,108.599891400109,325.599674400326
0.443,0.00325,68.77,0,100,0.005,0.688805,109.276297773483,0,0
0.443,0.00325,68.77,0,100,0.0025,1.1885278,109.276297773483,0,0
0.443,0.00325,68.77,0,100,0.001,2.9002511,109.276297773483,0,0
0.443,0.00325,68.77,0,100,0.0005,5.4141572,109.276297773483,0,0
0.443,0.00325,68.77,0,100,0.00025,10.8882265,109.276297773483,0,0
0.443,0.00325,68.77,0,100,0.0001,27.3309006,109.276297773483,0,0
0.443,0.00325,68.77,0,100,1e-05,272.31818,109.276297773483,108.699891300109,326.099673900326
